UTC Date Time,Latitude,Longitude,Altitude,Temperature,Humidity,Pressure,Wind Speed,Batteryoltage
2019-11-19T08:00:28+00:00,-56.578467,16.89215,15,8,53,101425,11,5.7
2019-11-19T12:00:05+00:00,-56.564517,16.83821667,25,6,61,101401,9,5.7
2019-11-19T16:00:29+00:00,-56.564267,16.82163333,8175,6,54,101423,8,5.8
2019-11-19T20:00:28+00:00,-56.541733,16.82706667,11,2,51,101370,11,5.7
2019-11-20T00:00:28+00:00,-56.513067,16.78383333,8170,2,53,101428,8,5.8
2019-11-20T04:00:28+00:00,-56.50955,16.74303333,16,0,55,101444,9,5.6
2019-11-20T08:00:28+00:00,-56.492583,16.73645,13,5,63,101395,10,5.7
2019-11-20T11:59:52+00:00,-56.449983,16.71106667,8175,3,52,101434,8,5.8
2019-11-20T16:00:30+00:00,-56.427767,16.64045,7910,5,58,101458,9,5.8
2019-11-20T20:00:28+00:00,-56.425433,16.64008333,8172,5,58,101449,10,5.8
2019-11-21T00:00:28+00:00,-56.399467,16.6713,8172,3,63,101443,9,5.8
2019-11-21T04:00:10+00:00,-56.363417,16.64968333,15,-1,58,101406,8,5.6
2019-11-21T08:00:05+00:00,-56.35935,16.6421,7948,6,62,101353,8,5.8
2019-11-21T12:00:04+00:00,-56.338633,16.69558333,30,14,54,101441,9,5.8
2019-11-21T16:00:29+00:00,-56.296567,16.73251667,8175,7,61,101429,9,5.8
2019-11-21T20:00:28+00:00,-56.27445,16.74,8171,3,61,101374,10,5.8
2019-11-22T00:00:28+00:00,-56.265733,16.79345,8174,3,53,101469,11,5.8
2019-11-22T04:00:14+00:00,-56.241417,16.87453333,25,4,52,101368,8,5.7
2019-11-22T08:00:28+00:00,-56.21165,16.8989,13,8,55,101465,10,5.7
2019-11-22T11:59:58+00:00,-56.216817,16.9372,65,9,56,101447,10,5.7
2019-11-22T16:00:11+00:00,-56.2089,17.0263,8170,4,56,101393,11,5.8
2019-11-22T20:00:28+00:00,-56.1759,17.06643333,8,1,55,101418,8,5.7
2019-11-23T00:00:28+00:00,-56.179583,17.05873333,8174,4,58,101437,9,5.8
2019-11-23T04:00:10+00:00,-56.200533,17.1171,14,-1,52,101470,8,5.7
2019-11-23T08:00:10+00:00,-56.185,17.1751,8173,5,53,101454,8,5.8
2019-11-23T12:00:06+00:00,-56.176417,17.15693333,5376,11,52,101378,11,5.8
2019-11-23T16:00:29+00:00,-56.212733,17.1723,8174,4,54,101469,10,5.8
2019-11-23T20:00:28+00:00,-56.2193,17.24013333,9,2,53,101351,8,5.7
2019-11-24T00:00:29+00:00,-56.193533,17.24821667,8176,3,54,101403,10,5.8
2019-11-24T04:00:10+00:00,-56.19225,17.1843,8,2,59,101394,9,5.7
2019-11-24T08:00:10+00:00,-56.202267,17.17261667,8174,6,63,101446,10,5.8
2019-11-24T12:00:28+00:00,-56.1799,17.1699,14,7,57,101451,8,5.7
2019-11-24T16:00:28+00:00,-56.159,17.10201667,8174,3,60,101408,8,5.8
2019-11-24T20:00:28+00:00,-56.152317,17.06548333,15,2,54,101373,10,5.7
2019-11-25T00:00:28+00:00,-56.120817,17.06875,8175,3,63,101427,10,5.8
2019-11-25T04:00:10+00:00,-56.070583,17.0272,11,5,57,101425,8,5.7
2019-11-25T08:00:28+00:00,-56.0275,16.98808333,11,5,51,101402,10,5.7
2019-11-25T12:00:28+00:00,-55.992667,16.98558333,9,5,61,101367,10,5.7
2019-11-25T16:00:28+00:00,-55.9781,16.96036667,8172,6,62,101427,9,5.8
2019-11-25T20:00:28+00:00,-55.9723,16.92423333,8173,6,53,101384,10,5.8
2019-11-26T00:00:11+00:00,-55.951667,16.9,8174,2,60,101450,11,5.8
2019-11-26T04:00:28+00:00,-55.93325,16.87333333,14,7,59,101408,10,5.7
2019-11-26T08:00:28+00:00,-55.915133,16.86756667,9,9,63,101421,8,5.7
2019-11-26T12:00:29+00:00,-55.89885,16.8372,10,16,53,101397,11,5.8
2019-11-26T16:00:28+00:00,-55.894083,16.81353333,6,5,55,101392,9,5.8
2019-11-26T20:00:28+00:00,-55.879233,16.79906667,8169,3,54,101438,10,5.8
2019-11-27T00:00:28+00:00,-55.8625,16.76066667,8175,5,54,101362,9,5.8
2019-11-27T04:00:29+00:00,-55.866183,16.73651667,8175,4,62,101385,10,5.8
2019-11-27T08:00:28+00:00,-55.8615,16.74306667,9,14,52,101396,10,5.7
2019-11-27T12:00:34+00:00,-55.842367,16.73351667,9,15,55,101435,10,5.8
2019-11-27T16:00:28+00:00,-55.841383,16.71705,8173,12,51,101394,8,5.8
2019-11-27T20:00:28+00:00,-55.832267,16.73823333,9,4,58,101453,9,5.8
2019-11-28T00:00:29+00:00,-55.805833,16.7677,8175,4,64,101424,11,5.8
2019-11-28T04:00:28+00:00,-55.790483,16.77343333,7,2,58,101431,10,5.7
2019-11-28T12:00:11+00:00,-55.761883,16.85738333,8,10,54,101415,10,5.8
2019-11-28T16:00:10+00:00,-55.747833,16.87428333,8172,6,59,101416,10,5.8
2019-11-28T20:00:28+00:00,-55.74145,16.89618333,19,4,58,101467,10,5.8
2019-11-29T00:00:28+00:00,-55.739417,16.92318333,8175,4,53,101452,11,5.8
2019-11-29T04:00:28+00:00,-55.732983,16.9436,8178,3,58,101383,10,5.8
2019-11-29T08:00:28+00:00,-55.725733,16.94263333,11,7,52,101423,8,5.8
2019-11-29T12:00:28+00:00,-55.733467,16.93941667,10,15,58,101411,10,5.8
2019-11-29T16:00:28+00:00,-55.736,16.95138333,9,8,52,101371,10,5.8
2019-11-29T20:00:28+00:00,-55.713033,16.94366667,12,2,63,101466,9,5.8
2019-11-30T00:00:10+00:00,-55.708567,16.90633333,8179,4,58,101454,10,5.8
2019-11-30T04:00:10+00:00,-55.727267,16.90253333,7923,3,55,101447,10,5.8
2019-11-30T08:00:28+00:00,-55.7256,16.92638333,10,15,62,101421,9,5.8
2019-11-30T12:00:28+00:00,-55.719467,16.90063333,8172,23,56,101453,10,5.8
2019-11-30T16:00:28+00:00,-55.7389,16.89523333,8171,18,58,101389,10,5.8
2019-11-30T20:00:29+00:00,-55.749083,16.92788333,15,4,58,101445,10,5.8
2019-12-01T00:00:10+00:00,-55.7461,16.93493333,8173,1,57,101424,9,5.8
2019-12-01T04:00:29+00:00,-55.7607,16.92703333,10,3,60,101427,9,5.8
2019-12-01T08:00:28+00:00,-55.790217,16.94768333,12,15,51,101408,10,5.8
2019-12-01T12:00:28+00:00,-55.793417,16.97891667,8172,20,53,101433,10,5.8
2019-12-01T16:00:28+00:00,-55.785183,16.93805,8172,9,59,101452,10,5.8
2019-12-01T20:00:28+00:00,-55.806617,16.88128333,17,1,57,101377,9,5.8
2019-12-02T00:00:06+00:00,-58.559383,14.1486,260,4,64,101384,10,5.8
